SET   SYSTEM                                       UNIT              PBE          PBE-D3             MS2            SCAN          r2SCAN      SCAN-rVV10            MCML      MCML-rVV10      VCML-rVV10             REF
S66x8 PentaneAcOH_combined_1.1                     [eV]          -0.0238         -0.1341         -0.0427         -0.0646         -0.0584         -0.0977         -0.0836         -0.1108         -0.1144         -0.1103
S66x8 PentaneAcOH_combined_1.25                    [eV]          -0.0245         -0.1022         -0.0310         -0.0407         -0.0378         -0.0659         -0.0565         -0.0777         -0.0837         -0.0786
S66x8 PentaneAcOH_combined_1.5                     [eV]          -0.0114         -0.0457         -0.0108         -0.0118         -0.0112         -0.0262         -0.0161         -0.0286         -0.0321         -0.0348
S66x8 PentaneAcOH_combined_2.0                     [eV]          -0.0009         -0.0087         -0.0007         -0.0007         -0.0006         -0.0055         -0.0003         -0.0047         -0.0055         -0.0077
S66x8 PentanePentane_combined_0.9                  [eV]           0.1242         -0.1148          0.0475         -0.0281         -0.0007         -0.0979          0.0274         -0.0284          0.0026         -0.1266
S66x8 PentanePentane_combined_0.95                 [eV]           0.0525         -0.1669         -0.0061         -0.0669         -0.0462         -0.1304         -0.0356         -0.0867         -0.0714         -0.1593
S66x8 PentanePentane_combined_1.0                  [eV]           0.0120         -0.1876         -0.0317         -0.0792         -0.0636         -0.1368         -0.0650         -0.1117         -0.1073         -0.1656
S66x8 PentanePentane_combined_1.05                 [eV]          -0.0101         -0.1895         -0.0418         -0.0778         -0.0662         -0.1300         -0.0750         -0.1176         -0.1203         -0.1583
S66x8 PentanePentane_combined_1.1                  [eV]          -0.0213         -0.1809         -0.0436         -0.0700         -0.0615         -0.1173         -0.0744         -0.1133         -0.1202         -0.1447
S66x8 PentanePentane_combined_1.25                 [eV]          -0.0258         -0.1328         -0.0318         -0.0403         -0.0369         -0.0751         -0.0500         -0.0793         -0.0889         -0.0979
S66x8 PentanePentane_combined_1.5                  [eV]          -0.0129         -0.0624         -0.0118         -0.0117         -0.0110         -0.0326         -0.0148         -0.0330         -0.0383         -0.0462
S66x8 PentanePentane_combined_2.0                  [eV]          -0.0012         -0.0141         -0.0008         -0.0004         -0.0006         -0.0083         -0.0002         -0.0074         -0.0087         -0.0121
S66x8 PeptideEthene_combined_0.9                   [eV]          -0.0009         -0.1087         -0.0479         -0.0821         -0.0648         -0.1124         -0.0819         -0.1060         -0.0903         -0.1127
S66x8 PeptideEthene_combined_0.95                  [eV]          -0.0310         -0.1315         -0.0682         -0.0971         -0.0838         -0.1250         -0.1032         -0.1255         -0.1162         -0.1280
S66x8 PeptideEthene_combined_1.0                   [eV]          -0.0466         -0.1389         -0.0754         -0.0993         -0.0890         -0.1248         -0.1095         -0.1300         -0.1256         -0.1298
S66x8 PeptideEthene_combined_1.05                  [eV]          -0.0534         -0.1373         -0.0752         -0.0943         -0.0865         -0.1176         -0.1069         -0.1258         -0.1248         -0.1241
S66x8 PeptideEthene_combined_1.1                   [eV]          -0.0548         -0.1306         -0.0708         -0.0858         -0.0799         -0.1070         -0.0993         -0.1166         -0.1180         -0.1145
S66x8 PeptideEthene_combined_1.25                  [eV]          -0.0453         -0.0986         -0.0505         -0.0568         -0.0543         -0.0727         -0.0678         -0.0811         -0.0849         -0.0810
S66x8 PeptideEthene_combined_1.5                   [eV]          -0.0230         -0.0469         -0.0227         -0.0234         -0.0228         -0.0325         -0.0261         -0.0339         -0.0363         -0.0386
S66x8 PeptideEthene_combined_2.0                   [eV]          -0.0046         -0.0088         -0.0044         -0.0046         -0.0045         -0.0072         -0.0041         -0.0065         -0.0068         -0.0084
S66x8 PeptideMeNH2_combined_0.9                    [eV]          -0.2367         -0.3319         -0.2380         -0.2992         -0.2804         -0.3275         -0.2332         -0.2558         -0.2264         -0.3009
S66x8 PeptideMeNH2_combined_0.95                   [eV]          -0.2622         -0.3518         -0.2639         -0.3152         -0.2988         -0.3418         -0.2637         -0.2850         -0.2606         -0.3229
S66x8 PeptideMeNH2_combined_1.0                    [eV]          -0.2703         -0.3540         -0.2717         -0.3147         -0.3007         -0.3396         -0.2745         -0.2945         -0.2748         -0.3268
S66x8 PeptideMeNH2_combined_1.05                   [eV]          -0.2671         -0.3449         -0.2679         -0.3039         -0.2921         -0.3271         -0.2728         -0.2916         -0.2764         -0.3192
S66x8 PeptideMeNH2_combined_1.1                    [eV]          -0.2570         -0.3291         -0.2570         -0.2874         -0.2772         -0.3091         -0.2635         -0.2811         -0.2699         -0.3045
S66x8 PeptideMeNH2_combined_1.25                   [eV]          -0.2100         -0.2665         -0.2078         -0.2257         -0.2194         -0.2431         -0.2170         -0.2314         -0.2287         -0.2445
S66x8 PeptideMeNH2_combined_1.5                    [eV]          -0.1352         -0.1688         -0.1316         -0.1384         -0.1357         -0.1502         -0.1380         -0.1480         -0.1507         -0.1547
S66x8 PeptideMeNH2_combined_2.0                    [eV]          -0.0573         -0.0678         -0.0552         -0.0572         -0.0563         -0.0625         -0.0549         -0.0595         -0.0609         -0.0650
S66x8 PeptideMeOH_combined_0.9                     [eV]          -0.1723         -0.2549         -0.1998         -0.2443         -0.2234         -0.2700         -0.2214         -0.2419         -0.2139         -0.2520
S66x8 PeptideMeOH_combined_0.95                    [eV]          -0.1957         -0.2733         -0.2198         -0.2578         -0.2398         -0.2817         -0.2434         -0.2627         -0.2409         -0.2699
S66x8 PeptideMeOH_combined_1.0                     [eV]          -0.2041         -0.2767         -0.2246         -0.2571         -0.2418         -0.2795         -0.2494         -0.2675         -0.2512         -0.2722
S66x8 PeptideMeOH_combined_1.05                    [eV]          -0.2031         -0.2709         -0.2202         -0.2478         -0.2350         -0.2687         -0.2456         -0.2625         -0.2510         -0.2649
S66x8 PeptideMeOH_combined_1.1                     [eV]          -0.1964         -0.2597         -0.2103         -0.2338         -0.2230         -0.2532         -0.2358         -0.2517         -0.2438         -0.2520
S66x8 PeptideMeOH_combined_1.25                    [eV]          -0.1624         -0.2127         -0.1693         -0.1829         -0.1767         -0.1984         -0.1915         -0.2043         -0.2035         -0.2015
S66x8 PeptideMeOH_combined_1.5                     [eV]          -0.1073         -0.1372         -0.1085         -0.1140         -0.1112         -0.1244         -0.1199         -0.1288         -0.1308         -0.1288
S66x8 PeptideMeOH_combined_2.0                     [eV]          -0.0485         -0.0578         -0.0484         -0.0502         -0.0493         -0.0548         -0.0489         -0.0530         -0.0536         -0.0570
S66x8 PeptidePentane_combined_0.9                  [eV]           0.0728         -0.1435         -0.0127         -0.0871         -0.0607         -0.1513         -0.0698         -0.1211         -0.0937         -0.1654
S66x8 PeptidePentane_combined_0.95                 [eV]           0.0214         -0.1790         -0.0462         -0.1099         -0.0892         -0.1690         -0.1071         -0.1546         -0.1387         -0.1849
S66x8 PeptidePentane_combined_1.0                  [eV]          -0.0092         -0.1928         -0.0616         -0.1147         -0.0987         -0.1691         -0.1224         -0.1664         -0.1591         -0.1864
S66x8 PeptidePentane_combined_1.05                 [eV]          -0.0265         -0.1937         -0.0662         -0.1094         -0.0973         -0.1593         -0.1242         -0.1648         -0.1637         -0.1776
S66x8 PeptidePentane_combined_1.1                  [eV]          -0.0353         -0.1867         -0.0646         -0.0992         -0.0899         -0.1448         -0.1180         -0.1554         -0.1584         -0.1637
S66x8 PeptidePentane_combined_1.25                 [eV]          -0.0372         -0.1443         -0.0470         -0.0624         -0.0586         -0.0970         -0.0819         -0.1109         -0.1184         -0.1154
S66x8 PeptidePentane_combined_1.5                  [eV]          -0.0189         -0.0668         -0.0181         -0.0201         -0.0195         -0.0402         -0.0264         -0.0438         -0.0487         -0.0526
S66x8 PeptidePentane_combined_2.0                  [eV]          -0.0031         -0.0143         -0.0026         -0.0027         -0.0027         -0.0097         -0.0022         -0.0085         -0.0097         -0.0129
S66x8 PeptidePeptide_combined_0.9                  [eV]          -0.2454         -0.3651         -0.2831         -0.3425         -0.3168         -0.3805         -0.3074         -0.3383         -0.3073         -0.3558
S66x8 PeptidePeptide_combined_0.95                 [eV]          -0.2731         -0.3865         -0.3072         -0.3587         -0.3364         -0.3945         -0.3339         -0.3631         -0.3382         -0.3771
S66x8 PeptidePeptide_combined_1.0                  [eV]          -0.2833         -0.3905         -0.3136         -0.3584         -0.3391         -0.3921         -0.3416         -0.3692         -0.3499         -0.3802
S66x8 PeptidePeptide_combined_1.05                 [eV]          -0.2822         -0.3831         -0.3085         -0.3478         -0.3310         -0.3794         -0.3373         -0.3633         -0.3489         -0.3716
S66x8 PeptidePeptide_combined_1.1                  [eV]          -0.2741         -0.3689         -0.2965         -0.3308         -0.3164         -0.3604         -0.3255         -0.3499         -0.3399         -0.3558
